contract_id,brand,model,year,fuel_type,current_value,color,usage,previous_claims,power_hp
CTR_002327,Volkswagen,Polo,2024,Gasoline,22544.08,Black,Mixed,3,138
CTR_002328,Volkswagen,Polo,2013,Electric,5375.49,Red,Professional,1,196
CTR_002334,Mercedes,ClasseC,2019,Diesel,19157.08,Blue,Professional,1,160
CTR_002336,BMW,Serie1,2023,Electric,30994.66,Red,Professional,0,86
CTR_002337,Peugeot,208,2023,Gasoline,17391.41,Red,Mixed,0,167
CTR_002338,Peugeot,3008,2023,Diesel,12993.16,White,Professional,1,144
CTR_002339,Volkswagen,Tiguan,2014,Gasoline,5069.91,White,Professional,1,198
CTR_002340,Renault,Captur,2022,Gasoline,9401.96,Unknown,Personal,0,110
CTR_002342,Mercedes,GLA,2020,Hybrid,17883.92,Red,Mixed,3,120
CTR_002345,Renault,Captur,2020,Hybrid,8561.92,Black,Professional,3,127
CTR_002347,Renault,Captur,2021,Diesel,10684.68,Unknown,Professional,3,158
CTR_002348,Renault,Clio,2017,Hybrid,5095.12,White,Mixed,1,122
CTR_002352,Mercedes,GLA,2020,Gasoline,18905.15,Unknown,Personal,0,148
CTR_002356,Renault,Clio,2021,Hybrid,10577.83,Gray,Mixed,1,95
CTR_002363,Renault,Captur,2020,Gasoline,11902.96,Unknown,Personal,0,175
CTR_002364,Renault,Megane,2021,Hybrid,7812.43,Blue,Personal,3,137
CTR_002366,Peugeot,308,2012,Gasoline,4596.68,Black,Personal,3,88
CTR_002370,Volkswagen,Tiguan,2024,Diesel,16033.65,Unknown,Personal,3,156
CTR_002371,Volkswagen,Polo,2024,Electric,20656.02,Black,Professional,2,103
CTR_002374,Mercedes,ClasseC,2024,Gasoline,40422.34,Blue,Personal,3,161
CTR_002382,Renault,Captur,2018,Gasoline,4327.78,White,Mixed,1,195
CTR_002383,Peugeot,3008,2020,Hybrid,7298.7,Unknown,Personal,1,195
CTR_002386,Volkswagen,Tiguan,2024,Electric,23513.76,Gray,Mixed,2,167
CTR_002387,Peugeot,3008,2017,Diesel,5297.99,White,Professional,3,74
CTR_002388,Peugeot,208,2019,Electric,6871.2,White,Mixed,1,99
CTR_002389,Renault,Captur,2024,Electric,15894.54,Red,Mixed,0,109
CTR_002390,Peugeot,208,2022,Hybrid,13318.21,Blue,Mixed,0,173
CTR_002393,Mercedes,ClasseA,2021,Electric,20905.38,Gray,Mixed,0,171
CTR_002394,Volkswagen,Polo,2015,Diesel,4524.94,Red,Personal,2,149
CTR_002395,Peugeot,208,2011,Hybrid,4831.0,Gray,Mixed,0,180
CTR_002397,Volkswagen,Tiguan,2018,Gasoline,5913.82,White,Mixed,3,133
CTR_002400,Peugeot,308,2014,Hybrid,5216.25,Gray,Professional,1,160
CTR_002401,Peugeot,3008,2024,Gasoline,13476.64,White,Mixed,2,164
CTR_002402,Volkswagen,Tiguan,2022,Electric,13332.25,Red,Mixed,0,194
CTR_002403,Renault,Megane,2022,Gasoline,10373.62,Gray,Personal,2,135
CTR_002407,Renault,Clio,2021,Hybrid,8066.22,Unknown,Mixed,1,149
CTR_002408,Renault,Clio,2018,Hybrid,5930.22,White,Personal,0,200
CTR_002409,Mercedes,ClasseC,2024,Gasoline,47447.35,Gray,Professional,1,120
CTR_002415,Volkswagen,Tiguan,2018,Gasoline,4733.91,Blue,Personal,2,136
CTR_002416,Volkswagen,Tiguan,2020,Electric,11253.19,Blue,Personal,2,142
CTR_002424,Peugeot,308,2012,Gasoline,4456.46,Blue,Professional,1,99
CTR_002428,Volkswagen,Tiguan,2024,Hybrid,21739.46,White,Personal,0,99
CTR_002429,Peugeot,208,2018,Gasoline,5534.21,Red,Personal,0,107
CTR_002431,Volkswagen,Golf,2020,Gasoline,8520.37,Black,Personal,0,116
CTR_002434,Volkswagen,Polo,2020,Electric,16387.72,Gray,Personal,0,135
CTR_002440,Renault,Clio,2018,Diesel,5793.59,Gray,Personal,3,135
CTR_002448,Mercedes,ClasseC,2020,Hybrid,10921.94,Gray,Professional,3,155
CTR_002455,Volkswagen,Polo,2023,Diesel,14893.6,Black,Personal,1,110
CTR_002456,Volkswagen,Polo,2013,Gasoline,5133.65,Black,Professional,2,87
CTR_002466,Peugeot,208,2010,Gasoline,5034.92,Unknown,Personal,2,97
CTR_002467,Volkswagen,Tiguan,2022,Gasoline,17545.48,Gray,Personal,3,105
CTR_002469,Volkswagen,Polo,2019,Diesel,8627.82,Black,Personal,3,125
CTR_002477,Volkswagen,Tiguan,2010,Diesel,4827.1,Gray,Personal,0,135
CTR_002481,Volkswagen,Polo,2017,Gasoline,5427.94,Blue,Personal,2,98
CTR_002482,Renault,Captur,2016,Hybrid,4154.86,Blue,Personal,0,146
CTR_002489,Volkswagen,Tiguan,2024,Hybrid,16456.35,White,Mixed,0,135
CTR_002493,Mercedes,ClasseC,2021,Hybrid,25650.36,Unknown,Personal,2,120
CTR_002494,Volkswagen,Tiguan,2022,Diesel,12701.31,Gray,Professional,0,141
CTR_002496,Volkswagen,Golf,2019,Hybrid,9405.22,Blue,Mixed,1,184
CTR_002499,Renault,Megane,2019,Hybrid,5945.5,Red,Mixed,3,135
CTR_002503,Volkswagen,Golf,2017,Gasoline,5507.3,Gray,Personal,3,141
CTR_002507,Volkswagen,Golf,2021,Gasoline,11411.83,Red,Personal,1,106
CTR_002508,Renault,Clio,2011,Diesel,4988.05,White,Mixed,1,129
CTR_002511,Renault,Clio,2017,Diesel,4267.0,Blue,Mixed,1,120
CTR_002512,Renault,Captur,2014,Electric,4406.0,Red,Professional,1,131
CTR_002513,BMW,X1,2021,Gasoline,23011.15,Black,Professional,0,135
CTR_002515,Volkswagen,Tiguan,2019,Hybrid,7295.0,White,Professional,0,186
CTR_002516,Peugeot,3008,2020,Hybrid,9101.44,White,Mixed,0,128
CTR_002520,Renault,Captur,2019,Diesel,6709.34,Blue,Personal,0,116
CTR_002521,Mercedes,ClasseC,2021,Hybrid,20520.21,Gray,Personal,1,117
CTR_002522,Peugeot,3008,2024,Diesel,16554.59,Blue,Personal,1,145
CTR_002524,Peugeot,3008,2016,Diesel,4230.67,Red,Mixed,0,115
CTR_002525,Renault,Captur,2022,Diesel,10957.6,Blue,Mixed,0,180
CTR_002526,Peugeot,308,2021,Hybrid,8557.38,White,Professional,0,135
CTR_002528,Volkswagen,Tiguan,2020,Diesel,12333.88,White,Mixed,2,175
CTR_002529,Volkswagen,Polo,2022,Diesel,17484.91,Blue,Mixed,2,112
CTR_002532,Renault,Clio,2021,Gasoline,9301.91,Black,Professional,2,169
CTR_002533,Peugeot,308,2020,Diesel,6789.17,Unknown,Mixed,2,98
CTR_002535,Volkswagen,Golf,2018,Hybrid,6856.53,Gray,Mixed,2,169
CTR_002541,Peugeot,208,2023,Gasoline,13307.17,Blue,Professional,2,200
CTR_002544,Volkswagen,Golf,2018,Hybrid,5849.9,Blue,Mixed,0,119
CTR_002546,Peugeot,3008,2022,Hybrid,12393.82,Gray,Professional,0,199
CTR_002551,Peugeot,308,2024,Diesel,14497.99,Blue,Mixed,2,140
CTR_002553,Mercedes,ClasseA,2020,Electric,16704.0,Gray,Mixed,3,191
CTR_002554,Renault,Clio,2016,Hybrid,4728.34,Red,Professional,0,121
CTR_002563,Renault,Megane,2024,Diesel,13516.31,Unknown,Professional,1,186
CTR_002565,Volkswagen,Polo,2021,Electric,12118.66,Blue,Personal,0,197
CTR_002568,Peugeot,308,2022,Hybrid,12909.61,White,Personal,2,160
CTR_002570,Peugeot,208,2020,Gasoline,5597.65,Gray,Mixed,3,184
CTR_002571,BMW,Serie3,2011,Electric,4832.67,Black,Professional,0,69
CTR_002580,Volkswagen,Golf,2011,Hybrid,4123.21,Unknown,Personal,1,95
CTR_002581,Volkswagen,Polo,2014,Hybrid,5433.72,Unknown,Professional,3,149
CTR_002585,Renault,Clio,2022,Hybrid,9428.82,Blue,Professional,3,158
CTR_002586,Peugeot,3008,2011,Hybrid,4470.02,Gray,Personal,1,130
CTR_002587,Peugeot,308,2020,Diesel,8070.98,Unknown,Personal,1,104
CTR_002591,BMW,X1,2019,Diesel,16707.9,Black,Personal,0,141
CTR_002602,Renault,Clio,2016,Electric,8418.145,Gray,Mixed,0,135
CTR_002603,Peugeot,3008,2011,Electric,4654.0,Black,Mixed,0,76
CTR_002606,Peugeot,308,2020,Hybrid,6352.96,White,Professional,3,199
CTR_002607,Renault,Captur,2015,Hybrid,5574.75,Gray,Professional,2,102
CTR_002609,Volkswagen,Polo,2018,Gasoline,5065.28,Gray,Mixed,2,127
CTR_002614,Peugeot,208,2020,Diesel,8638.78,Unknown,Professional,0,135
CTR_002618,Volkswagen,Tiguan,2019,Electric,7303.25,Gray,Professional,0,178
CTR_002622,Volkswagen,Tiguan,2017,Electric,4059.78,Black,Mixed,3,75
CTR_002624,Renault,Captur,2011,Gasoline,4996.42,Gray,Personal,1,139
CTR_002625,Renault,Megane,2021,Electric,10415.0,Red,Mixed,0,94
CTR_002629,Peugeot,3008,2012,Electric,4421.18,Unknown,Mixed,0,135
CTR_002631,Peugeot,208,2019,Electric,5169.41,Red,Professional,2,141
CTR_002632,Volkswagen,Tiguan,2019,Hybrid,6991.31,Black,Personal,0,123
CTR_002643,Volkswagen,Tiguan,2023,Electric,8418.145,Black,Professional,2,195
CTR_002646,Peugeot,3008,2012,Gasoline,4734.79,Blue,Mixed,0,187
CTR_002649,Peugeot,308,2013,Gasoline,4512.12,White,Professional,0,143
CTR_002652,Volkswagen,Tiguan,2019,Hybrid,7480.63,Unknown,Mixed,0,162
CTR_002653,Volkswagen,Polo,2012,Hybrid,4618.19,Blue,Personal,2,104
CTR_002654,Peugeot,208,2013,Gasoline,5087.55,White,Professional,1,110
CTR_002655,Peugeot,3008,2017,Electric,4266.67,White,Mixed,3,135
CTR_002656,Renault,Clio,2024,Diesel,14048.84,Black,Mixed,0,134
CTR_002657,Renault,Captur,2024,Diesel,12945.79,Gray,Professional,2,196
CTR_002659,Volkswagen,Tiguan,2015,Hybrid,5865.26,Red,Professional,0,195
CTR_002660,Volkswagen,Golf,2020,Diesel,10074.76,White,Mixed,0,135
CTR_002662,Peugeot,208,2024,Diesel,12600.06,Unknown,Personal,0,74
CTR_002663,Peugeot,3008,2018,Diesel,5867.22,Blue,Personal,0,101
CTR_002664,Renault,Megane,2023,Gasoline,14476.0,White,Personal,2,196
CTR_002665,Peugeot,308,2018,Gasoline,8418.145,Gray,Personal,0,135
CTR_002669,Peugeot,308,2018,Electric,5632.85,Gray,Professional,3,154
CTR_002674,Renault,Megane,2022,Electric,12180.42,Black,Professional,0,98
CTR_002678,Renault,Clio,2022,Electric,10025.0,Unknown,Personal,0,168
CTR_002679,Peugeot,3008,2011,Diesel,4319.0,Black,Professional,1,135
CTR_002680,Volkswagen,Golf,2022,Gasoline,17014.57,Unknown,Mixed,2,196
CTR_002681,Renault,Captur,2015,Electric,4056.0,White,Personal,1,68
CTR_002683,Renault,Megane,2022,Diesel,11148.2,Gray,Personal,1,194
CTR_002685,Volkswagen,Tiguan,2013,Electric,4683.95,Unknown,Mixed,0,130
CTR_002686,Peugeot,308,2022,Electric,13021.67,Black,Personal,3,116
CTR_002687,Peugeot,3008,2018,Gasoline,8418.145,Blue,Personal,0,148
CTR_002689,Renault,Megane,2011,Electric,5657.48,Unknown,Mixed,0,190
CTR_002691,Mercedes,ClasseA,2019,Electric,19190.19,Gray,Mixed,1,194
CTR_002692,Peugeot,3008,2024,Diesel,15841.35,Red,Professional,0,140
CTR_002694,Peugeot,3008,2024,Diesel,13340.78,White,Mixed,3,107
CTR_002696,Renault,Megane,2019,Diesel,5098.47,Gray,Professional,0,135
CTR_002700,Peugeot,208,2012,Electric,8418.145,White,Professional,3,174
CTR_002703,Volkswagen,Golf,2014,Hybrid,5696.94,Red,Professional,0,80
CTR_002704,Renault,Megane,2022,Electric,10073.33,White,Mixed,1,101
CTR_002706,Volkswagen,Tiguan,2020,Hybrid,11183.2,Unknown,Professional,0,100
CTR_002711,Mercedes,ClasseC,2018,Hybrid,9161.99,Blue,Mixed,0,118
CTR_002714,Renault,Megane,2023,Diesel,11975.33,Red,Mixed,2,135
CTR_002715,Peugeot,208,2020,Electric,4334.05,Unknown,Professional,0,135
CTR_002718,Volkswagen,Tiguan,2023,Electric,20686.64,White,Mixed,0,128
CTR_002721,Peugeot,208,2020,Electric,8709.28,White,Personal,3,91
CTR_002725,Peugeot,208,2019,Electric,5132.98,Blue,Mixed,0,132
CTR_002727,Volkswagen,Golf,2023,Electric,16909.03,Blue,Mixed,0,167
CTR_002736,Volkswagen,Polo,2024,Electric,16644.73,Blue,Personal,2,112
CTR_002737,Mercedes,ClasseA,2023,Hybrid,38671.55,Blue,Professional,0,120
CTR_002738,Peugeot,3008,2019,Gasoline,5259.28,Red,Professional,2,136
CTR_002740,Volkswagen,Tiguan,2020,Electric,8418.145,Blue,Personal,1,135
CTR_002741,Volkswagen,Golf,2018,Gasoline,4645.81,Black,Professional,0,135
CTR_002744,BMW,X1,2020,Electric,18731.13,Red,Professional,2,135
CTR_002748,Peugeot,308,2020,Diesel,8137.59,Blue,Personal,0,135
CTR_002752,Volkswagen,Tiguan,2023,Hybrid,16433.72,Unknown,Professional,0,97
CTR_002753,Renault,Megane,2019,Gasoline,8418.145,Unknown,Personal,3,99
CTR_002758,Volkswagen,Polo,2023,Electric,16359.76,Unknown,Professional,0,139
CTR_002759,Renault,Megane,2018,Hybrid,4991.02,Unknown,Professional,2,108
CTR_002760,Mercedes,ClasseA,2016,Hybrid,5938.22,Gray,Mixed,3,103
CTR_002764,BMW,Serie1,2012,Electric,4893.88,White,Mixed,3,119
CTR_002765,Volkswagen,Tiguan,2018,Gasoline,4904.22,Black,Mixed,2,96
CTR_002766,BMW,Serie3,2021,Gasoline,18151.94,Unknown,Mixed,1,106
CTR_002770,Volkswagen,Golf,2022,Diesel,12210.03,White,Personal,2,176
CTR_002775,Peugeot,308,2024,Electric,14500.43,Unknown,Personal,3,172
CTR_002777,Volkswagen,Tiguan,2023,Gasoline,16166.02,White,Mixed,3,148
CTR_002782,BMW,Serie1,2024,Hybrid,29611.15,Red,Personal,2,120
CTR_002784,Peugeot,308,2019,Electric,5213.22,Gray,Personal,3,79
CTR_002787,Volkswagen,Polo,2021,Electric,12031.52,Black,Personal,3,152
CTR_002788,Peugeot,208,2023,Electric,14185.41,White,Professional,0,181
CTR_002790,Peugeot,3008,2015,Diesel,5219.18,Blue,Personal,2,143
CTR_002791,Volkswagen,Tiguan,2023,Gasoline,8418.145,Unknown,Professional,2,83
CTR_002793,Peugeot,308,2023,Diesel,11315.18,Gray,Professional,1,125
CTR_002794,Peugeot,308,2012,Hybrid,5816.81,Unknown,Professional,1,135
CTR_002795,Renault,Clio,2023,Gasoline,10206.29,Blue,Personal,0,181
CTR_002797,BMW,Serie3,2017,Diesel,5418.02,Gray,Mixed,2,135
CTR_002800,Volkswagen,Polo,2023,Electric,16318.31,Blue,Personal,3,171
CTR_002802,Peugeot,3008,2018,Gasoline,4460.24,Gray,Personal,0,135
CTR_002807,Peugeot,208,2020,Diesel,7147.42,White,Personal,0,86
CTR_002809,Volkswagen,Polo,2020,Gasoline,11347.4,Black,Professional,1,99
CTR_002810,Volkswagen,Tiguan,2020,Electric,8715.25,Gray,Mixed,2,144
CTR_002815,Mercedes,GLA,2022,Hybrid,28603.16,White,Mixed,1,119
CTR_002816,Renault,Clio,2017,Hybrid,5223.46,Unknown,Personal,0,131
CTR_002817,Volkswagen,Polo,2020,Hybrid,8523.18,Gray,Personal,3,135
CTR_002825,Renault,Captur,2020,Diesel,11448.05,White,Mixed,1,137
CTR_002829,Peugeot,3008,2021,Hybrid,9594.5,Black,Personal,1,110
CTR_002832,Peugeot,3008,2018,Diesel,5799.65,Unknown,Mixed,0,196
CTR_002833,Renault,Captur,2024,Electric,13690.7,Blue,Mixed,1,196
CTR_002836,Volkswagen,Polo,2016,Electric,4813.29,Red,Professional,2,135
CTR_002837,Volkswagen,Tiguan,2018,Diesel,4502.75,Black,Personal,1,142
CTR_002842,Renault,Captur,2024,Diesel,15303.18,Gray,Professional,1,186
CTR_002843,BMW,Serie3,2024,Hybrid,30297.19,Unknown,Professional,2,121
CTR_002846,Peugeot,208,2024,Diesel,16190.96,Blue,Professional,1,135
CTR_002856,Volkswagen,Golf,2020,Diesel,9769.79,White,Professional,2,132
CTR_002859,BMW,X1,2019,Hybrid,12597.13,Black,Professional,1,180
CTR_002861,Peugeot,208,2020,Hybrid,7263.0,Gray,Professional,3,132
CTR_002863,Renault,Megane,2015,Diesel,5319.12,Blue,Personal,1,187
CTR_002868,Volkswagen,Polo,2010,Diesel,5536.68,Red,Mixed,0,118
CTR_002869,Volkswagen,Golf,2018,Hybrid,5903.62,White,Personal,0,112
CTR_002875,Renault,Clio,2024,Diesel,15181.94,White,Professional,2,104
CTR_002876,Renault,Clio,2013,Diesel,4471.83,Unknown,Mixed,2,112
CTR_002878,Renault,Clio,2018,Gasoline,5930.5,Unknown,Professional,3,142
CTR_002879,Volkswagen,Polo,2016,Gasoline,4899.2,Unknown,Professional,3,145
CTR_002882,Renault,Clio,2022,Gasoline,9235.94,White,Mixed,0,92
CTR_002886,Volkswagen,Polo,2021,Diesel,11519.04,Gray,Mixed,0,151
CTR_002895,Volkswagen,Polo,2023,Gasoline,20923.27,Black,Personal,1,100
CTR_002905,BMW,Serie1,2017,Gasoline,4625.0,Blue,Professional,2,114
CTR_002907,Volkswagen,Tiguan,2022,Diesel,16862.55,Gray,Personal,3,107
CTR_002910,Volkswagen,Golf,2022,Gasoline,12800.0,White,Professional,2,130
CTR_002911,Peugeot,308,2015,Electric,5546.58,White,Personal,2,135
CTR_002915,Renault,Megane,2022,Gasoline,9691.01,Gray,Personal,3,96
CTR_002916,Renault,Captur,2023,Hybrid,13436.0,Black,Personal,0,172
CTR_002918,Peugeot,208,2021,Electric,7868.0,Unknown,Professional,2,134
CTR_002922,Volkswagen,Tiguan,2014,Gasoline,4669.19,Red,Professional,3,189
CTR_002925,Volkswagen,Tiguan,2022,Electric,14984.92,Unknown,Professional,0,107
CTR_002930,Renault,Megane,2019,Gasoline,4526.31,Black,Personal,0,193
CTR_002937,Renault,Captur,2012,Hybrid,4361.7,Gray,Mixed,1,90
CTR_002938,Renault,Clio,2023,Diesel,10687.84,Unknown,Mixed,1,118
CTR_002939,Volkswagen,Golf,2023,Hybrid,17469.07,Blue,Mixed,0,135
CTR_002941,Peugeot,308,2023,Diesel,11263.15,Gray,Mixed,3,183
CTR_002943,BMW,X1,2018,Electric,8418.145,Unknown,Professional,0,66
CTR_002944,Peugeot,3008,2010,Gasoline,5773.86,Unknown,Personal,0,100
CTR_002953,Renault,Clio,2018,Diesel,4448.67,Blue,Professional,2,184
CTR_002954,BMW,X1,2019,Hybrid,12511.58,Black,Professional,3,102
CTR_002957,Renault,Captur,2019,Gasoline,6602.24,Gray,Personal,3,103
CTR_002958,Volkswagen,Golf,2010,Gasoline,4599.09,White,Mixed,0,138
CTR_002960,Peugeot,3008,2017,Gasoline,4846.58,White,Personal,3,124
CTR_002964,Peugeot,3008,2012,Electric,5402.96,Blue,Personal,0,116
CTR_002965,Peugeot,3008,2023,Electric,12376.51,Gray,Mixed,3,103
CTR_002967,Renault,Megane,2021,Gasoline,10402.41,Red,Mixed,1,185
CTR_002968,Renault,Megane,2020,Hybrid,5178.07,Black,Personal,1,164
CTR_002969,Volkswagen,Golf,2011,Gasoline,5134.47,White,Mixed,0,135
CTR_002970,Volkswagen,Polo,2023,Electric,17982.24,Unknown,Professional,1,135
CTR_002977,Renault,Megane,2023,Electric,10408.17,Unknown,Professional,1,198
CTR_002978,Peugeot,208,2018,Diesel,5580.88,Gray,Mixed,2,135
CTR_002979,Renault,Megane,2024,Hybrid,14403.84,Red,Personal,1,197
CTR_002980,Mercedes,ClasseA,2012,Gasoline,4107.0,White,Professional,1,156
CTR_002981,Renault,Clio,2019,Gasoline,6384.0,Blue,Personal,1,156
CTR_002982,BMW,Serie1,2014,Electric,5458.92,Red,Mixed,1,109
CTR_002984,BMW,X1,2019,Gasoline,12817.0,Gray,Mixed,2,165
CTR_002985,Volkswagen,Polo,2020,Hybrid,7315.33,White,Professional,1,113
CTR_002986,Peugeot,208,2023,Hybrid,13224.9,White,Personal,2,167
CTR_002989,Volkswagen,Tiguan,2012,Diesel,8418.145,Gray,Mixed,3,137
CTR_002992,Renault,Megane,2019,Hybrid,6293.55,Blue,Mixed,0,158
CTR_002994,Peugeot,3008,2023,Hybrid,15534.0,Unknown,Professional,0,94
CTR_002999,Volkswagen,Golf,2018,Hybrid,5480.39,Red,Mixed,1,116
CTR_003001,Volkswagen,Golf,2021,Hybrid,12987.26,Blue,Professional,3,135
CTR_003002,Peugeot,208,2023,Diesel,14835.66,Red,Professional,2,135
CTR_003004,Peugeot,3008,2022,Electric,10385.85,Red,Professional,1,81
CTR_003005,Volkswagen,Golf,2018,Electric,5581.48,Blue,Mixed,0,142
CTR_003006,Peugeot,208,2018,Hybrid,4221.99,Blue,Mixed,1,134
CTR_003009,Renault,Clio,2014,Electric,5403.82,Blue,Mixed,0,141
CTR_003012,Peugeot,308,2022,Diesel,12735.0,White,Professional,3,171
CTR_003019,Peugeot,3008,2019,Diesel,5456.63,Black,Professional,1,97
CTR_003023,Volkswagen,Polo,2020,Gasoline,11990.87,Black,Professional,2,135
CTR_003027,Peugeot,3008,2023,Gasoline,12537.46,White,Personal,3,191
CTR_003028,Volkswagen,Golf,2016,Diesel,5844.41,Red,Personal,3,94
CTR_003032,BMW,X1,2018,Hybrid,11368.68,Unknown,Professional,1,200
CTR_003034,Peugeot,208,2020,Electric,8707.61,White,Professional,2,135
CTR_003036,Volkswagen,Tiguan,2022,Diesel,17207.31,Blue,Mixed,2,158
CTR_003038,Renault,Captur,2014,Electric,4578.75,Red,Professional,3,66
CTR_003042,Volkswagen,Tiguan,2019,Gasoline,7575.32,Blue,Professional,3,153
CTR_003045,Volkswagen,Tiguan,2020,Electric,9318.66,Red,Professional,1,96
CTR_003047,Renault,Clio,2024,Electric,13185.0,Red,Professional,3,95
CTR_003048,Volkswagen,Polo,2023,Gasoline,18035.81,Unknown,Professional,1,133
CTR_003053,Peugeot,308,2022,Diesel,13059.98,Black,Professional,1,117
CTR_003055,Peugeot,208,2024,Hybrid,15283.1,Blue,Mixed,3,194
CTR_003056,Volkswagen,Tiguan,2022,Electric,16395.85,Black,Mixed,3,117
CTR_003063,Mercedes,GLA,2015,Electric,4271.58,Unknown,Mixed,2,135
CTR_003065,BMW,Serie1,2022,Diesel,31277.0,Black,Professional,0,135
CTR_003067,Renault,Clio,2021,Gasoline,10183.92,Blue,Mixed,3,135
CTR_003069,Peugeot,3008,2018,Electric,8418.145,Gray,Professional,0,135
CTR_003071,Renault,Clio,2018,Hybrid,5997.13,White,Professional,3,124
CTR_003072,Peugeot,3008,2024,Diesel,17158.35,Red,Professional,2,85
CTR_003077,Volkswagen,Golf,2020,Electric,5008.74,White,Professional,2,72
CTR_003084,Volkswagen,Tiguan,2013,Gasoline,5736.08,Black,Mixed,3,120
CTR_003088,Renault,Megane,2023,Gasoline,13103.19,Red,Professional,3,91
CTR_003089,Mercedes,GLA,2010,Electric,5460.04,Blue,Professional,3,104
CTR_003093,BMW,X1,2021,Diesel,23630.16,White,Mixed,0,182
CTR_003094,Volkswagen,Golf,2018,Hybrid,5124.3,Black,Professional,3,135
CTR_003095,Peugeot,308,2018,Diesel,8418.145,White,Professional,3,139
CTR_003097,Renault,Megane,2011,Gasoline,8418.145,Black,Personal,2,162
CTR_003098,Renault,Megane,2019,Gasoline,6437.93,White,Mixed,0,99
CTR_003103,Volkswagen,Tiguan,2019,Gasoline,7848.14,Black,Personal,1,97
CTR_003104,Peugeot,3008,2011,Hybrid,5081.13,White,Mixed,1,99
CTR_003105,Volkswagen,Golf,2011,Diesel,4738.19,Red,Professional,3,198
CTR_003107,Volkswagen,Tiguan,2021,Electric,10332.85,Blue,Mixed,2,92
CTR_003111,Peugeot,3008,2011,Gasoline,8418.145,Blue,Mixed,3,186
CTR_003112,Renault,Megane,2010,Hybrid,5131.87,Unknown,Personal,0,135
CTR_003113,Volkswagen,Tiguan,2020,Gasoline,8418.145,Gray,Professional,1,135
CTR_003117,Peugeot,208,2022,Diesel,11436.33,Red,Mixed,3,138
CTR_003123,Peugeot,3008,2012,Diesel,5069.9,Black,Mixed,0,135
CTR_003131,Peugeot,208,2020,Diesel,7120.66,White,Professional,3,200
CTR_003133,Volkswagen,Tiguan,2023,Gasoline,14781.18,Blue,Mixed,0,116
CTR_003140,Peugeot,208,2024,Diesel,8418.145,Blue,Mixed,1,70
CTR_003141,Peugeot,208,2018,Hybrid,5616.83,Unknown,Personal,2,99
CTR_003153,Peugeot,208,2012,Electric,5739.4,Black,Personal,3,135
CTR_003154,Renault,Captur,2022,Diesel,10232.58,Unknown,Mixed,3,150
CTR_003156,Mercedes,ClasseC,2018,Diesel,12111.97,Black,Personal,0,176
CTR_003158,Volkswagen,Golf,2017,Gasoline,4525.38,Unknown,Personal,1,107
CTR_003168,Volkswagen,Tiguan,2019,Hybrid,7208.93,Red,Professional,3,198
CTR_003171,Peugeot,208,2024,Gasoline,17974.35,White,Professional,1,124
CTR_003172,Peugeot,3008,2022,Hybrid,12993.44,Black,Personal,2,135
CTR_003173,Renault,Megane,2020,Electric,6570.09,Black,Professional,1,158
CTR_003174,Peugeot,208,2024,Diesel,14600.0,Gray,Professional,3,179
CTR_003179,Renault,Captur,2021,Hybrid,9192.85,White,Mixed,0,139
CTR_003182,Renault,Clio,2020,Electric,5861.0,Gray,Mixed,1,175
CTR_003184,Renault,Clio,2020,Diesel,8617.4,Blue,Professional,1,82
CTR_003186,Peugeot,208,2021,Gasoline,8097.68,Blue,Mixed,0,122
CTR_003187,Renault,Clio,2022,Hybrid,11990.17,Black,Mixed,0,116
CTR_003190,Volkswagen,Golf,2024,Electric,23807.44,Blue,Professional,3,96
CTR_003192,Volkswagen,Polo,2020,Hybrid,8418.145,Black,Personal,1,108
CTR_003194,Volkswagen,Golf,2021,Hybrid,15189.45,Red,Personal,1,199
CTR_003196,Renault,Captur,2023,Gasoline,9953.03,Unknown,Personal,3,176
CTR_003198,Peugeot,3008,2022,Electric,10736.0,Gray,Professional,3,97
CTR_003200,Volkswagen,Golf,2023,Electric,17434.22,Blue,Personal,0,96
CTR_003202,Volkswagen,Tiguan,2023,Electric,19591.9,Black,Professional,2,193
CTR_003205,Peugeot,308,2016,Electric,5309.06,Black,Personal,1,167
CTR_003207,Renault,Captur,2010,Diesel,5472.02,White,Mixed,2,135
CTR_003208,Volkswagen,Tiguan,2024,Hybrid,17157.0,Unknown,Mixed,2,124
CTR_003210,Peugeot,308,2024,Gasoline,17068.59,White,Personal,3,135
CTR_003214,Peugeot,208,2017,Hybrid,5644.45,Black,Personal,1,119
CTR_003215,BMW,Serie1,2011,Diesel,5537.82,Unknown,Professional,1,140
CTR_003218,Renault,Captur,2012,Electric,5635.9,Blue,Professional,1,162
CTR_003220,Volkswagen,Golf,2011,Diesel,4427.19,Gray,Mixed,2,119
CTR_003223,Peugeot,3008,2020,Hybrid,6677.63,Gray,Personal,3,189
CTR_003224,Peugeot,208,2021,Electric,11117.04,White,Professional,0,173
CTR_003231,Volkswagen,Polo,2015,Gasoline,5914.02,Red,Mixed,2,135
CTR_003237,BMW,X1,2019,Electric,13575.89,Unknown,Mixed,3,139
CTR_003238,Volkswagen,Polo,2020,Hybrid,10179.52,White,Personal,0,195
CTR_003239,Peugeot,208,2021,Electric,10525.35,Black,Personal,3,181
CTR_003242,Peugeot,208,2021,Electric,9580.8,White,Professional,3,98
CTR_003245,Mercedes,ClasseC,2011,Electric,4627.11,Blue,Professional,3,123
